"n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica"
3,55.06,5665,2016,1,2,"Krzyki"
2,48.18,5974,2016,1,2,"Krzyki"
2,48.19,5400,2016,0,0,"Krzyki"
4,134.63,4865,1910,2,3,"Krzyki"
2,42,5690,1989,3,4,"Srodmiescie"
3,46,5196,1989,1,4,"Krzyki"
5,319.5,13678,2006,4,6,"Stare Miasto"
3,98,4990,2009,4,4,"Fabryczna"
3,94,3936,1930,0,0,"Srodmiescie"
2,44.5,6180,2005,2,2,"Krzyki"
2,41,5829,1960,3,4,"Fabryczna"
3,63.5,6220,1998,1,4,"Srodmiescie"
4,98.3,10885,1912,0,0,"Srodmiescie"
3,82,5488,1910,0,0,"Srodmiescie"
2,54,4981,1930,3,4,"Srodmiescie"
3,83,4807,1930,2,4,"Fabryczna"
3,59,5068,1930,0,0,"Krzyki"
3,65.7,5190,2016,0,0,"Krzyki"
5,95,4579,1998,3,3,"Krzyki"
2,30,5933,2005,3,3,"Fabryczna"
2,58,12069,2008,3,3,"Krzyki"
2,55,4455,1986,2,2,"Fabryczna"
3,85.5,4433,1925,1,4,"Srodmiescie"
2,72,4583,1930,2,4,"Stare Miasto"
2,56.93,6183,1989,4,5,"Srodmiescie"
4,87.8,5911,2012,1,4,"Krzyki"
4,60,4833,1930,1,2,"Krzyki"
2,59.6,4279,1912,0,0,"Psie Pole"
4,64,5781,2011,1,3,"Fabryczna"
1,26,6538,1989,8,10,"Krzyki"
4,70.8,4942,1991,2,4,"Krzyki"
2,52,5558,2012,1,3,"Psie Pole"
3,64,6234,2006,0,0,"Krzyki"
2,59,6525,1900,4,4,"Krzyki"
3,62,6935,1900,3,4,"Krzyki"
3,54,5370,1975,3,4,"Fabryczna"
2,46,6087,1970,0,0,"Krzyki"
3,94,7660,2009,1,4,"Fabryczna"
2,38,5495,1980,4,4,"Psie Pole"
3,58,5000,1991,1,4,"Krzyki"
3,65,5615,1991,4,5,"Srodmiescie"
3,54,5093,1970,2,10,"Fabryczna"
3,73.8,3916,1987,1,1,"Fabryczna"
2,62,4823,1932,3,4,"Srodmiescie"
2,48.5,6100,2006,1,3,"Fabryczna"
3,94,5106,1930,1,5,"Krzyki"
2,56,5625,1956,2,5,"Stare Miasto"
2,37,6973,2011,1,2,"Psie Pole"
4,93,6022,2004,2,2,"Krzyki"
2,48,6667,1980,4,4,"Stare Miasto"
2,54.97,6622,2015,0,0,"Krzyki"
4,72,4153,1996,2,4,"Psie Pole"
3,76.05,16963,2016,6,6,"Stare Miasto"
3,84.78,14036,2016,5,6,"Stare Miasto"
2,47,6915,2005,4,6,"Krzyki"
2,51,5275,1930,3,5,"Srodmiescie"
1,35,5000,1930,2,5,"Srodmiescie"
3,48,5188,1970,4,10,"Krzyki"
4,92,6087,2004,2,2,"Krzyki"
2,40,6975,1979,1,4,"Srodmiescie"
3,95,6263,2004,0,0,"Krzyki"
2,48,5000,1980,3,4,"Psie Pole"
2,38,6000,1930,0,0,"Krzyki"
2,36.4,6181,1977,2,10,"Srodmiescie"
2,50,5560,1970,3,4,"Stare Miasto"
4,87.8,5797,2011,1,3,"Krzyki"
3,60,6500,1980,6,10,"Fabryczna"
3,91,4890,2013,3,5,"Srodmiescie"
3,87,4950,2013,3,5,"Srodmiescie"
2,44,6591,2009,1,3,"Krzyki"
4,84,4950,2013,3,5,"Srodmiescie"
4,91.19,4885,2013,3,5,"Srodmiescie"
3,62,5629,1910,4,4,"Krzyki"
2,38,7026,2009,1,4,"Fabryczna"
2,37,4027,1930,1,2,"Krzyki"
2,49,6102,2001,9,11,"Psie Pole"
3,46,6630,1970,8,10,"Krzyki"
3,54,4667,1970,3,10,"Krzyki"
3,90,3322,1930,1,4,"Srodmiescie"
4,95.34,5140,2016,1,2,"Krzyki"
3,82.12,4417,2013,3,3,"Krzyki"
4,94.59,5199,2013,3,3,"Krzyki"
2,35,5429,1973,5,10,"Fabryczna"
3,89,9382,2005,3,4,"Stare Miasto"
2,64.3,3872,1930,4,5,"Srodmiescie"
2,50,6400,1992,2,6,"Stare Miasto"
3,53,4887,1970,4,10,"Krzyki"
3,52.6,5494,1994,4,4,"Fabryczna"
2,38,5474,2000,4,4,"Psie Pole"
2,45.77,6314,2016,0,0,"Krzyki"
2,51,5451,1950,0,0,"Srodmiescie"
2,39.45,6677,2016,0,0,"Fabryczna"
3,64,4828,1980,0,0,"Stare Miasto"
2,38,6974,2010,1,4,"Fabryczna"
3,61,6230,1961,10,11,"Krzyki"
3,97.29,4317,1930,2,5,"Fabryczna"
2,49,5388,1905,2,4,"Krzyki"
2,39,6128,2007,7,7,"Srodmiescie"
4,75,4867,1993,2,5,"Fabryczna"
2,40,5475,1989,6,9,"Stare Miasto"
3,60,5833,1980,5,10,"Fabryczna"
3,59.29,6072,1911,1,5,"Srodmiescie"
2,49.66,6343,2016,0,0,"Krzyki"
2,47.22,5591,2016,1,3,"Krzyki"
4,68.48,6206,2016,1,3,"Krzyki"
3,54.3,4880,1989,7,9,"Fabryczna"
3,70,5929,1930,2,2,"Fabryczna"
3,70,6429,1930,0,0,"Srodmiescie"
2,49,6937,2012,0,0,"Psie Pole"
3,65,5385,1989,4,4,"Krzyki"
4,71,5070,1970,6,7,"Fabryczna"
3,64,5609,1992,1,4,"Krzyki"
2,44,5886,2000,2,4,"Fabryczna"
2,48,5063,1980,7,8,"Fabryczna"
3,65,5523,1992,1,5,"Krzyki"
3,72,5208,1939,0,0,"Fabryczna"
3,53.1,5100,2016,2,3,"Fabryczna"
3,79.27,4692,1930,2,4,"Srodmiescie"
4,140,11393,2008,2,4,"Krzyki"
3,51.1,5597,2016,0,0,"Srodmiescie"
2,48.7,5565,2016,1,3,"Srodmiescie"
3,54.6,5842,2016,3,3,"Srodmiescie"
2,45.7,5663,2016,0,0,"Srodmiescie"
3,58.9,5654,2016,2,3,"Srodmiescie"
3,58.9,5654,2016,3,3,"Srodmiescie"
3,50.7,5641,2016,0,0,"Srodmiescie"
3,64.03,6185,2015,3,4,"Krzyki"
2,50,5460,1989,3,6,"Fabryczna"
3,70.44,5380,1903,2,5,"Srodmiescie"
2,64.5,8062,1920,1,4,"Srodmiescie"
3,106,7358,2012,0,0,"Krzyki"
3,66.76,6007,2016,0,0,"Krzyki"
3,75.6,5278,1900,2,4,"Krzyki"
3,65.4,4289,1991,3,3,"Psie Pole"
2,56,5500,2013,2,7,"Krzyki"
2,65,4538,1901,2,2,"Psie Pole"
4,67.9,6465,2016,2,3,"Krzyki"
4,76,4461,1979,2,10,"Fabryczna"
4,85.44,4155,2015,2,4,"Fabryczna"
3,58.62,6261,2016,1,3,"Krzyki"
3,58.16,5863,2016,2,3,"Krzyki"
3,48,5188,1989,0,0,"Stare Miasto"
3,69,5725,2010,1,6,"Psie Pole"
4,69,5072,2004,0,0,"Psie Pole"
3,68,4338,1930,0,0,"Krzyki"
2,40.3,6650,1950,2,4,"Stare Miasto"
2,46,5848,1945,3,4,"Srodmiescie"
3,68,5147,1995,0,0,"Fabryczna"
3,62,7242,2008,3,6,"Srodmiescie"
3,70,6271,1939,1,1,"Krzyki"
2,58,5690,2000,1,2,"Psie Pole"
3,100,5800,1910,1,3,"Srodmiescie"
3,53,6038,1904,3,4,"Srodmiescie"
5,126,5548,1998,3,4,"Krzyki"
2,48,6042,1970,4,4,"Srodmiescie"
2,50,5360,2004,4,5,"Krzyki"
3,65,10000,2014,0,0,"Krzyki"
1,43.87,9095,1920,1,1,"Srodmiescie"
2,54.75,5279,1960,0,0,"Krzyki"
4,84.4,6600,2017,0,0,"Krzyki"
2,38.8,6100,2017,0,0,"Krzyki"
2,50.1,6200,2017,2,4,"Krzyki"
3,53.8,5900,2017,1,4,"Krzyki"
3,62.6,6000,2017,0,0,"Krzyki"
4,80.6,6100,2017,1,4,"Krzyki"
1,34.66,6520,2016,0,0,"Krzyki"
2,37.5,6640,2009,1,4,"Fabryczna"
2,46.3,6075,2016,2,4,"Krzyki"
3,50.3,6075,2016,0,0,"Krzyki"
2,45.3,6075,2016,4,4,"Krzyki"
3,65.6,7075,2015,2,4,"Krzyki"
2,52.85,6149,2009,2,2,"Krzyki"
2,32.7,7431,1973,4,10,"Krzyki"
3,50.83,5017,1950,3,4,"Fabryczna"
3,80,5375,2009,2,4,"Krzyki"
5,143,3800,2009,3,4,"Krzyki"
2,47,5085,1995,3,6,"Srodmiescie"
2,51,5451,2005,7,8,"Psie Pole"
2,83,2988,1930,3,4,"Srodmiescie"
5,157,12420,1910,3,3,"Srodmiescie"
4,93,6989,1930,2,2,"Srodmiescie"
2,47.1,5499,1980,5,11,"Fabryczna"
4,92,5326,2001,4,4,"Fabryczna"
3,48,5000,1988,3,10,"Krzyki"
3,77.35,4072,2006,2,2,"Fabryczna"
4,85,4224,2000,3,3,"Psie Pole"
4,89,4775,1993,2,5,"Stare Miasto"
4,77,5831,1989,6,6,"Krzyki"
2,42,7095,1960,1,5,"Stare Miasto"
5,86.9,5397,2002,3,3,"Krzyki"
4,109,4954,1995,3,3,"Krzyki"
2,67,4313,1950,3,4,"Krzyki"
2,50,6200,2002,2,3,"Fabryczna"
1,38,5868,1923,0,0,"Krzyki"
2,52,4692,1930,3,4,"Fabryczna"
3,76,5395,1930,2,4,"Krzyki"
3,107,3729,1920,2,3,"Srodmiescie"
4,77.8,5640,2016,2,4,"Srodmiescie"
4,79.2,5800,2016,3,6,"Srodmiescie"
3,59.1,5700,2016,3,6,"Srodmiescie"
3,60.7,5500,2016,1,6,"Srodmiescie"
2,44.5,5800,2016,0,0,"Srodmiescie"
3,60,4833,1960,2,3,"Fabryczna"
3,82,4254,1985,9,10,"Fabryczna"
2,46.2,5628,1988,1,4,"Krzyki"
3,98.34,3244,1930,4,5,"Srodmiescie"
2,53.56,4649,1920,4,5,"Srodmiescie"
2,51.4,4864,1965,4,5,"Srodmiescie"
2,48,5208,1965,2,4,"Srodmiescie"
2,47,5745,1970,4,4,"Krzyki"
4,77,5130,1970,0,0,"Srodmiescie"
3,63.5,5890,1939,0,0,"Fabryczna"
2,35,6343,1950,2,4,"Srodmiescie"
1,25,7880,1930,0,0,"Krzyki"
2,51,4902,1965,3,3,"Krzyki"
3,56,4911,1970,0,0,"Krzyki"
2,75,4387,1930,1,4,"Srodmiescie"
3,70,4986,1907,2,5,"Srodmiescie"
2,44,6364,1930,0,0,"Srodmiescie"
2,62,5468,1960,5,5,"Stare Miasto"
2,46.2,5628,1970,1,4,"Krzyki"
3,95,4158,1920,1,4,"Srodmiescie"
2,60,7500,2010,1,4,"Fabryczna"
2,52.58,4945,2007,3,4,"Krzyki"
2,42,5929,1970,5,10,"Krzyki"
3,48,6042,1970,8,15,"Srodmiescie"
2,52,5288,1961,3,4,"Krzyki"
2,46,5848,1930,1,4,"Stare Miasto"
3,75,5053,1990,5,6,"Srodmiescie"
3,81.62,3921,1930,1,4,"Srodmiescie"
3,54,4907,1970,3,4,"Psie Pole"
2,50,5800,2004,1,7,"Srodmiescie"
3,68,5426,1990,5,5,"Srodmiescie"
2,37,6351,1970,6,10,"Stare Miasto"
2,44,5068,1930,3,4,"Srodmiescie"
2,45,3889,1930,4,5,"Srodmiescie"
1,38,5237,1930,4,4,"Krzyki"
2,53,5264,1970,3,4,"Fabryczna"
4,89,3820,1930,4,5,"Srodmiescie"
3,98,3776,1930,3,4,"Srodmiescie"
2,42,4976,1930,3,4,"Srodmiescie"
2,41,5854,1970,9,10,"Krzyki"
2,39.1,6624,1970,4,10,"Stare Miasto"
3,67,4776,1930,3,4,"Srodmiescie"
2,44.23,5630,1933,2,4,"Fabryczna"
2,37.66,6585,1960,7,7,"Stare Miasto"
2,52,7981,1900,3,4,"Stare Miasto"
2,34,4471,1930,0,0,"Krzyki"
2,32,8219,1970,1,4,"Stare Miasto"
2,52,7269,2006,4,6,"Krzyki"
2,45,5222,1930,4,5,"Srodmiescie"
2,39,6128,1991,4,6,"Srodmiescie"
3,64,5000,1974,3,10,"Krzyki"
2,45,5333,1950,0,0,"Fabryczna"
2,42.8,6850,2017,4,4,"Krzyki"
3,52.32,6200,2017,0,0,"Krzyki"
2,43.2,6250,2003,1,2,"Fabryczna"
3,48,5729,1970,0,0,"Srodmiescie"
3,65,5231,1930,2,4,"Krzyki"
2,38,5787,1970,4,4,"Fabryczna"
4,67,4910,1930,0,0,"Srodmiescie"
2,37,6351,1970,1,10,"Stare Miasto"
3,68,4706,1950,1,4,"Srodmiescie"
1,35,5571,1930,2,4,"Srodmiescie"
2,52,4981,1970,7,10,"Krzyki"
3,100,3500,1928,1,4,"Srodmiescie"
2,45,5778,1965,2,4,"Stare Miasto"
2,53.7,4451,1930,2,4,"Srodmiescie"
2,82,3293,1930,4,5,"Krzyki"
1,27,6630,1965,0,0,"Stare Miasto"
5,160,6125,1935,1,1,"Krzyki"
3,103,4466,1930,4,4,"Srodmiescie"
3,55,5182,1970,4,4,"Krzyki"
1,40,5875,1960,3,4,"Srodmiescie"
2,56,4554,2000,4,5,"Krzyki"
2,47,3830,1907,0,0,"Srodmiescie"
2,50,5980,1991,5,6,"Srodmiescie"
2,49,5490,1965,2,4,"Srodmiescie"
3,48,5563,1930,0,0,"Fabryczna"
3,64,4203,1904,4,5,"Fabryczna"
3,58,4397,1920,4,4,"Srodmiescie"
2,34,5882,1930,1,2,"Krzyki"
2,53,4811,1980,3,4,"Fabryczna"
2,36,6250,1996,5,5,"Srodmiescie"
5,80,4613,1980,1,10,"Srodmiescie"
2,45,5533,1910,3,4,"Srodmiescie"
2,57,5000,1910,4,5,"Stare Miasto"
2,34,6735,1967,4,4,"Krzyki"
2,60,4167,1950,3,4,"Fabryczna"
4,94.4,3178,1928,2,4,"Srodmiescie"
3,71,4915,1986,6,6,"Srodmiescie"
3,61,4918,1970,3,4,"Psie Pole"
2,53,4321,1930,1,4,"Srodmiescie"
3,62,5000,1990,2,10,"Fabryczna"
3,63.5,4724,1990,1,4,"Fabryczna"
2,48,5188,1965,5,5,"Stare Miasto"
2,45,6222,2007,3,4,"Psie Pole"
3,75,3853,1930,0,0,"Srodmiescie"
2,43.22,4975,1920,0,0,"Srodmiescie"
2,43,6500,2010,3,3,"Krzyki"
2,38,6026,1970,9,10,"Stare Miasto"
2,38.3,6214,1970,1,10,"Krzyki"
3,70,4986,1991,1,10,"Krzyki"
3,55.67,4581,1960,0,0,"Fabryczna"
3,67.81,3790,1930,4,5,"Srodmiescie"
3,71.54,4192,1930,3,4,"Srodmiescie"
2,50,4980,1982,3,8,"Fabryczna"
2,35,5571,1970,5,10,"Fabryczna"
2,80,4125,1930,4,4,"Srodmiescie"
2,46,6152,1993,5,6,"Srodmiescie"
3,59,5424,1997,0,0,"Krzyki"
3,70,4786,1950,1,4,"Fabryczna"
2,48,10104,2009,3,4,"Krzyki"
3,80,4738,2001,0,0,"Krzyki"
3,80,4500,1950,2,4,"Krzyki"
3,76,4474,1988,4,4,"Srodmiescie"
2,50,4980,2000,2,4,"Fabryczna"
4,130,3000,1930,4,4,"Srodmiescie"
3,61,4754,1987,5,6,"Srodmiescie"
3,62,4355,1930,5,5,"Srodmiescie"
3,68,4338,1950,0,0,"Krzyki"
2,60,4500,1930,1,4,"Srodmiescie"
2,50,4980,1930,3,4,"Srodmiescie"
3,81,3938,1920,4,4,"Srodmiescie"
1,39,4872,1930,0,0,"Krzyki"
2,55,4509,1960,2,3,"Fabryczna"
2,56.6,3516,1930,4,5,"Srodmiescie"
1,38,5789,1965,3,4,"Stare Miasto"
3,47.2,6356,1970,6,9,"Srodmiescie"
3,51,5000,1988,2,4,"Stare Miasto"
1,35,5571,1950,0,0,"Stare Miasto"
2,35,5857,1965,4,5,"Stare Miasto"
2,34,5441,1970,8,10,"Fabryczna"
1,17.89,8329,1930,0,0,"Srodmiescie"
3,55,4891,1930,3,4,"Srodmiescie"
2,66,4242,1950,3,3,"Krzyki"
2,68,6912,2009,1,3,"Krzyki"
3,62.8,6035,2000,0,0,"Fabryczna"
3,58.9,6197,1950,4,4,"Stare Miasto"
2,39,6385,1970,4,4,"Krzyki"
1,32,4844,1930,4,5,"Srodmiescie"
3,85,4471,1930,1,4,"Stare Miasto"
2,62,5323,2001,6,6,"Srodmiescie"
2,30,5300,1930,0,0,"Krzyki"
2,40,5975,1970,5,10,"Stare Miasto"
2,46,5196,1910,4,5,"Srodmiescie"
3,50,4800,1970,3,10,"Fabryczna"
2,45,6442,2006,0,0,"Psie Pole"
1,48,5188,1904,2,4,"Psie Pole"
3,116,3707,1900,3,4,"Srodmiescie"
2,31,5323,1930,1,2,"Fabryczna"
3,50,5260,1988,3,4,"Srodmiescie"
3,82,4000,1975,2,3,"Fabryczna"
2,37.6,6117,1970,4,10,"Stare Miasto"
2,49.3,5051,1986,6,8,"Fabryczna"
3,54.35,6440,1970,3,4,"Krzyki"
2,52,4692,1910,3,4,"Fabryczna"
2,51,4314,1920,4,5,"Srodmiescie"
2,42,6190,2011,3,4,"Fabryczna"
3,68,5441,1961,1,4,"Srodmiescie"
2,53,7528,2008,2,5,"Srodmiescie"
3,47,5213,1970,6,11,"Fabryczna"
2,48,5542,1955,3,4,"Srodmiescie"
2,36,6083,1970,4,6,"Stare Miasto"
3,58,4741,1977,0,0,"Krzyki"
2,41,5851,2012,4,4,"Psie Pole"
2,69,3696,1930,3,4,"Srodmiescie"
2,57,3491,1930,4,4,"Srodmiescie"
3,53,5642,1950,0,0,"Srodmiescie"
2,45,4822,1930,4,5,"Srodmiescie"
2,47,5638,1930,3,4,"Srodmiescie"
1,31,4484,1930,4,5,"Srodmiescie"
3,55.2,4873,1970,2,10,"Krzyki"
3,64,4844,1930,4,4,"Stare Miasto"
3,44.7,6152,1977,3,4,"Fabryczna"
3,57,5965,2003,4,6,"Srodmiescie"
3,57,4649,1930,5,5,"Krzyki"
1,36,4333,1930,3,4,"Krzyki"
3,80,4250,1930,4,5,"Srodmiescie"
3,48,6042,1977,4,4,"Krzyki"
3,76,4461,1930,3,4,"Srodmiescie"
2,45,5222,1920,5,5,"Krzyki"
2,44,5341,1988,1,4,"Srodmiescie"
3,76,4921,2003,4,4,"Srodmiescie"
2,49,6020,2004,3,4,"Krzyki"
2,51.26,5365,1905,3,4,"Srodmiescie"
4,64,5780,1950,0,0,"Stare Miasto"
3,63,5714,1960,0,0,"Srodmiescie"
3,58,4638,1950,2,4,"Stare Miasto"
3,60,6083,1994,5,6,"Srodmiescie"
3,90,4433,2000,3,3,"Krzyki"
3,84,4512,2000,2,3,"Krzyki"
1,36,4389,1930,5,6,"Srodmiescie"
3,78,4488,1994,4,5,"Srodmiescie"
2,51,5667,1970,7,10,"Krzyki"
4,82,3780,1930,2,4,"Srodmiescie"
3,54.45,5234,2001,0,0,"Krzyki"
1,41,4341,1930,2,4,"Fabryczna"
3,64,5000,1970,4,4,"Srodmiescie"
4,77.77,5290,2016,2,3,"Fabryczna"
3,54.78,5240,2016,2,3,"Fabryczna"
2,45.31,5240,2016,2,3,"Fabryczna"
1,26.55,5990,2016,2,3,"Fabryczna"
3,54,5741,1977,0,0,"Krzyki"
2,44.3,5756,1950,0,0,"Fabryczna"
3,87,4356,1930,0,0,"Krzyki"
3,47,5085,1930,1,2,"Fabryczna"
2,49,5610,1970,0,0,"Srodmiescie"
3,70,7071,2008,4,6,"Krzyki"
2,55,7000,2010,4,5,"Krzyki"
3,165,6667,2013,2,2,"Srodmiescie"
3,118.94,3867,1930,1,4,"Srodmiescie"
2,54,11093,2009,4,6,"Srodmiescie"
3,148.1,6745,2003,3,6,"Srodmiescie"
4,117.9,11450,2000,4,6,"Stare Miasto"
4,75,6400,2009,2,2,"Fabryczna"
4,78.7,4180,1979,2,10,"Fabryczna"
3,70.77,5228,1980,2,11,"Krzyki"
2,74,7230,1910,1,3,"Stare Miasto"
3,58.2,5550,2017,2,3,"Krzyki"
2,36.1,5550,2017,1,3,"Krzyki"
3,100,4500,2009,3,3,"Krzyki"
2,46,6087,2004,0,0,"Krzyki"
3,95,6105,2004,0,0,"Krzyki"
3,135.8,17000,2014,3,3,"Stare Miasto"
3,116.3,16500,2014,3,3,"Stare Miasto"
3,148.7,16000,2014,3,3,"Stare Miasto"
3,124.4,15500,2014,3,3,"Stare Miasto"
3,124.6,15500,2014,3,3,"Stare Miasto"
3,110,15000,2014,3,3,"Stare Miasto"
4,142,25000,2014,3,3,"Stare Miasto"
3,91,17000,2014,2,3,"Stare Miasto"
4,133.3,18000,2014,1,3,"Stare Miasto"
2,58.3,20583,2014,1,3,"Stare Miasto"
2,45.8,5400,2017,1,3,"Krzyki"
3,121,4785,2001,0,0,"Krzyki"
3,58.5,6479,1910,3,5,"Krzyki"
4,86,6512,1995,3,4,"Krzyki"
5,110,5436,2002,3,3,"Srodmiescie"
4,139.26,11453,2009,2,3,"Krzyki"
4,112,4107,1918,0,0,"Krzyki"
2,56,4982,1970,4,4,"Fabryczna"
2,65,7077,2008,2,6,"Stare Miasto"
3,147,6796,2005,3,5,"Psie Pole"
3,48,6229,1935,0,0,"Srodmiescie"
4,100,6400,2008,2,2,"Krzyki"
4,83.02,6578,2015,0,0,"Krzyki"
2,51,5882,2000,3,4,"Krzyki"
4,143,6224,1930,0,0,"Srodmiescie"
3,145,4379,1920,1,4,"Krzyki"
4,135,4667,1996,3,3,"Krzyki"
3,63.9,6182,2016,1,5,"Stare Miasto"
3,51.06,6130,2016,2,5,"Stare Miasto"
2,39.49,6812,2016,5,5,"Stare Miasto"
2,44.08,6783,2016,5,5,"Stare Miasto"
3,68,9559,1935,1,2,"Srodmiescie"
2,50,6700,1960,1,4,"Stare Miasto"
3,76,5592,1931,1,1,"Fabryczna"
2,47,6170,1970,4,4,"Srodmiescie"
2,50.3,9125,2001,4,4,"Stare Miasto"
3,103,3786,2001,4,5,"Krzyki"
3,65.22,6424,1991,1,5,"Stare Miasto"
4,90,6222,2006,8,10,"Stare Miasto"
2,45,6333,2006,0,0,"Psie Pole"
3,45,6444,1980,3,4,"Stare Miasto"
4,98,5663,2001,3,3,"Krzyki"
4,150,3727,1890,1,4,"Krzyki"
3,48,5729,1985,6,10,"Fabryczna"
2,44,6250,2009,1,4,"Krzyki"
3,70,6714,1935,0,0,"Krzyki"
2,51.48,5650,2015,1,7,"Krzyki"
4,132,13636,1991,1,3,"Krzyki"
4,92.8,7974,1997,2,4,"Srodmiescie"
3,69,10072,1900,4,4,"Stare Miasto"
3,67,8209,1930,3,4,"Stare Miasto"
3,92,6739,1903,1,4,"Stare Miasto"
4,88.52,9602,2007,3,3,"Krzyki"
3,101.4,8373,2000,3,4,"Krzyki"
3,68,4691,1918,0,0,"Fabryczna"
2,48.01,9894,2008,2,5,"Krzyki"
3,112,7054,2014,2,2,"Psie Pole"
2,52.08,7488,2006,1,3,"Krzyki"
3,66,7879,2010,3,5,"Srodmiescie"
3,66,7879,2010,3,5,"Stare Miasto"
3,82,6085,2008,5,5,"Fabryczna"
4,87.71,5587,1960,4,4,"Stare Miasto"
2,70,5143,1991,9,9,"Krzyki"
2,50,5780,1998,5,6,"Psie Pole"
3,80,6875,2001,3,3,"Fabryczna"
3,72,5972,2006,2,2,"Krzyki"
3,89,7742,2000,4,4,"Fabryczna"
3,81.24,7632,1961,2,3,"Fabryczna"
2,48,7708,2004,1,6,"Srodmiescie"
3,101.4,8373,1999,3,3,"Krzyki"
2,52.08,7488,2006,1,3,"Krzyki"
2,45.77,6200,2016,1,4,"Krzyki"
1,38.91,7170,1997,10,10,"Stare Miasto"
3,63,5794,1950,1,4,"Stare Miasto"
5,110,7718,2001,0,0,"Psie Pole"
3,71.38,11460,2011,9,9,"Stare Miasto"
2,67,14179,1910,4,5,"Stare Miasto"
2,44,5568,1980,7,8,"Stare Miasto"
2,62.6,5431,1994,0,0,"Krzyki"
2,50,5180,1978,1,10,"Fabryczna"
3,68,4706,1920,0,0,"Krzyki"
3,55,5709,2017,1,3,"Fabryczna"
2,54,5815,2017,1,3,"Fabryczna"
2,50,5800,2017,2,3,"Fabryczna"
2,47,5766,2017,3,3,"Fabryczna"
2,46,5826,2017,2,3,"Fabryczna"
2,39,6103,2017,3,3,"Fabryczna"
2,40,5863,2017,2,3,"Fabryczna"
2,39,6000,2017,2,3,"Fabryczna"
2,39,6000,2017,2,3,"Fabryczna"
2,40,5825,2017,1,3,"Fabryczna"
4,106,5226,2017,0,0,"Fabryczna"
4,85,5671,2017,0,0,"Fabryczna"
3,61,5541,2017,0,0,"Fabryczna"
2,40,5825,2017,1,3,"Fabryczna"
2,47,5574,2017,0,0,"Fabryczna"
3,60,5950,2017,0,0,"Krzyki"
3,59,5966,2017,2,4,"Krzyki"
3,54,6074,2017,2,4,"Krzyki"
3,54,5907,2017,3,4,"Krzyki"
2,51,5837,2017,0,0,"Krzyki"
2,46,6287,2017,1,4,"Krzyki"
2,54,9241,2000,5,6,"Stare Miasto"
1,35,5686,2001,1,3,"Psie Pole"
4,93.97,6450,2015,1,1,"Krzyki"
4,94.33,6450,2015,1,1,"Krzyki"
4,93.73,6450,2015,1,1,"Krzyki"
4,94.2,6450,2015,1,1,"Krzyki"
4,94.36,6450,2015,1,1,"Krzyki"
1,26.5,7509,2001,4,4,"Fabryczna"
5,160,5625,1935,1,2,"Fabryczna"
3,95,6305,2004,0,0,"Krzyki"
2,48,7292,2011,3,3,"Krzyki"
2,54,4685,1980,9,11,"Krzyki"
5,126.17,5540,1996,4,4,"Krzyki"
2,35.94,6800,2015,5,7,"Stare Miasto"
2,119.09,6046,2008,7,7,"Fabryczna"
3,81.2,8374,2011,3,3,"Stare Miasto"
3,75,6267,2006,2,3,"Krzyki"
3,100,5300,1910,1,4,"Krzyki"
3,97,6000,2005,3,4,"Krzyki"
3,69,5203,1980,2,3,"Fabryczna"
3,67,5955,1996,3,5,"Krzyki"
3,69,3899,1930,3,3,"Krzyki"
3,71.5,6559,2008,2,2,"Krzyki"
3,54,5741,1970,10,10,"Krzyki"
2,43,8372,2011,0,0,"Krzyki"
4,90,6656,1970,4,4,"Stare Miasto"
3,84.96,5297,1962,0,0,"Krzyki"
4,86.78,10371,2010,1,2,"Krzyki"
3,102,12059,2009,0,0,"Srodmiescie"
3,84.55,5074,1910,2,4,"Stare Miasto"
3,99.98,4901,1930,1,2,"Psie Pole"
2,53.13,6776,2009,1,6,"Psie Pole"
4,77,8442,2000,6,6,"Stare Miasto"
3,147,6796,2005,3,5,"Psie Pole"
3,84.55,5074,1910,2,3,"Krzyki"
3,98,11224,2007,5,5,"Stare Miasto"
4,72,4569,1982,9,11,"Psie Pole"
2,30,7300,2000,8,8,"Krzyki"
3,68.4,7164,2012,0,0,"Krzyki"
3,51,5588,1989,3,4,"Psie Pole"
2,51.9,5376,2007,1,3,"Fabryczna"
2,37,7027,1960,5,5,"Stare Miasto"
2,57.14,5425,1980,3,6,"Srodmiescie"
3,73,5205,1994,3,3,"Psie Pole"
2,68,3353,1928,1,4,"Fabryczna"
3,67.2,7887,2009,2,5,"Krzyki"
2,38,5237,2000,2,3,"Psie Pole"
4,85,4224,2000,3,3,"Psie Pole"
2,28,5964,1980,1,3,"Psie Pole"
3,55,6182,1990,3,10,"Krzyki"
3,53,6792,2005,2,3,"Fabryczna"
3,64,4828,1990,2,4,"Krzyki"
4,104,4606,1993,0,0,"Krzyki"
5,264,5303,1905,0,0,"Srodmiescie"
3,70.88,5605,2012,1,1,"Krzyki"
4,100.64,5018,2012,1,1,"Krzyki"
3,68.2,7317,1930,1,2,"Fabryczna"
2,96.34,5605,1992,2,3,"Krzyki"
2,60,9000,2008,2,7,"Stare Miasto"
3,96,12000,2007,2,6,"Stare Miasto"
4,118.6,18044,2013,2,5,"Stare Miasto"
4,89,6180,2009,3,3,"Krzyki"
2,51,4294,1979,0,0,"Psie Pole"
